kind,dataset_id,key,decision,reason,reviewer,reviewed_at,comment,legacy_file_uid
annotation,ANN_EIRLPRJ_01331,037bb993-0191-4ddf-b335-7458537aca45,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,038433bb-c3c4-4d6d-96ea-66ad69bff87a,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,039ee65b-f7b0-4614-8156-7731a16f3129,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,04c36356-9224-489b-9056-534e36c54d98,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,05421c86-ee8c-4a3f-a4f3-0a10d790147c,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0590009c-7601-4c43-b75a-3ba9a53f0872,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0625222b-9524-41ed-9299-dbc9ae56e5b1,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,06498a1a-8d9c-490d-9393-8e22e90d4e09,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,067b3dfc-b44e-4983-9f66-f8e2c66fa83a,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,06c0dbf7-5d9f-421b-80d3-b9e979e8dd58,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,06eee26b-a99a-4018-bc68-2140449ede10,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,07ad6869-b9d0-4eef-a159-578463c95968,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,07fe228e-9baa-4692-9a3d-87d48b8c7062,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,08374af6-c4fd-4c19-9f9c-651b6a005a91,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0a29af28-050f-4f32-92d9-50e3009efa11,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0a52983a-15ca-4016-9eb3-7b0de1799bbc,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0a68b6b2-e0d2-4fe5-8c4e-1d2c15f75e02,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0a9abf79-e576-4c6a-bf89-e483207250c3,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0ac3f253-e06c-4401-b526-a6853db6a3cf,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0ad19d13-a2e1-4ae9-9e0e-bafdc4e1dfd9,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0ad2239f-8ede-4edb-8571-ec94aa77a4e3,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0b4b64d0-8927-4b31-b969-cbcaed429298,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0b4e7fa5-eb08-434b-b79e-1129181bfa66,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0b56f94f-cd23-47b3-9802-4cac8e66e6e3,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0b5b9706-8ac9-4fdc-bd2a-a4108f3d31e6,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0b762b93-e2d1-42c4-819f-8def189bd982,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0baa4984-d4b0-4e40-84f9-2bfa3d041ce0,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0c8d1aea-84f1-4266-9b85-a60179cc8cce,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0cbb6c3a-9aa8-4d0d-a938-176ed60b2306,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0cbbd490-3fab-400d-8dac-4d6e1f4e9616,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0cc43e31-3ee5-4bc4-b9ae-5b2a80e9aa11,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0cc5a3ac-53ca-49da-9d68-642f08c428c5,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0ce9a195-0e08-4b44-ba4d-0aa9bbfc2c79,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0d095886-9da0-48f9-80b6-352bdce756c6,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0d29defc-c802-4a03-8668-959e021e0908,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0d405a5f-9087-4db4-a55f-daa916c70a13,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0dcf3860-d461-4cdc-93bc-e48459d768c5,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0ea0405b-b948-439c-bbcc-6f989fae4056,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,0ea8a5fc-e3b1-47bc-a0f9-cb03b89ec064,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,101a0a88-78de-4eb6-b69e-dcada2fbc162,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,10ee8ee5-a63e-4ac2-b71d-e6258ebc292d,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,10ef6f0d-4905-443a-b2a0-116b571cb5e6,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,10f1b108-5b48-4cb4-922e-3ba680c9228a,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,11fc7264-733c-445b-9ff6-54f53e8627ae,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,129f3050-2a2e-4954-8aad-a32e01e4f190,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,132a135b-1064-4eda-82e5-11d4d6d6de2b,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1339272f-d7e2-4538-b680-3f75ba99a148,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,146514d4-7065-43e0-bd1e-a7a823361240,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,14adf63e-f977-458d-afd9-6583474252a3,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,14b8c13c-45d8-4f3c-95cf-4380210cec01,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,14c6417d-4922-4855-9b20-536d3739daf8,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,14d5caf3-6f8f-4846-ad81-6f1a6928cf3f,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1508c383-437f-4a9b-bcaa-22381015bb53,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1574686f-800a-4a23-bef1-2351a6d4bb1d,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,15965c73-6e46-4c91-b1fb-d1c4b74fa313,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,15ba7276-dad4-4c93-9aaa-69a8c21155c2,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,160d3d97-c82b-402a-a209-b2177daefb37,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,168a518d-ea36-4e1e-a01b-5f36f694a7a7,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,16e9653f-e1ad-45fe-a799-1c8ddcb0fd5f,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1820b2a9-206d-4e1e-9da4-141ccc90131f,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,18914fa5-fc27-408f-946e-3fc054493168,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,18d15938-eadd-46b9-8dee-9653a6c0d625,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,18e1ff48-f147-42ef-b44f-a1a072a90b2d,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,18f02b28-3a3d-4be4-abd0-194e622c4370,keep,,unknown,,,
annotation,ANN_EIRLPRJ_01331,1b6e9315-bafe-45dd-9774-46edd160fae9,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1b7eb733-3f04-48e3-8a1b-ed5a4dab8332,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1b8f6937-d88c-4c97-9f49-640ae4909915,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1c29a9b7-7570-4a46-9466-c7f968a6959c,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1c332436-f3cf-43ba-9ac8-e76629dd184f,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1ca5f29c-9c25-4149-a994-34b3c19f7e64,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1cb0aa4c-6dd6-478f-82c5-caf2ea28e2aa,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1d223199-89b2-4041-b9ca-6b5b086b682a,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1d49b298-212d-4dc1-b63e-3ff4583f97ad,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1e21a85e-eb3f-4a9d-90a5-cf629f59b922,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1f25a45f-27f8-48aa-b281-2939a3d63107,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1f423e2c-728f-4399-af70-124ac8fd6ec4,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1f537701-8d05-4abd-a387-d02df449388a,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1f722df9-c68e-4fb0-b033-0dc5bb545031,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1f906579-9cae-41a7-bc8c-004ce7dcfeda,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,1fbe5939-32e4-4e8a-8281-7533c6ea1714,keep,true_small_lesion,unknown,,,
annotation,ANN_EIRLPRJ_01331,1fc02576-03a4-4053-9d60-45d8e85be426,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,201a637e-11b7-4729-9472-20c7a09ded64,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2058be26-628f-4384-8bc2-be2325c90f7e,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,20e01085-efc9-4d67-9704-e02cfc29c75b,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,21f22efb-95cd-40ce-9a7d-88490797c563,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,221d9d26-5976-4cbb-b19c-a551d2fe4a18,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,22a00d4a-a9e5-4af8-9903-a2472d7d45ab,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,231becea-86c2-45eb-9c77-d42728955a78,keep,true_small_lesion,unknown,,,
annotation,ANN_EIRLPRJ_01331,23a351f6-26fc-413d-bd33-e9b62e27df99,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,23c37c9f-9b75-4905-a471-8f7baa50dc77,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2469e427-00ac-482f-8d41-2eaaaae72f08,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,248cccfe-0f2e-4973-b0dd-420465eb48ea,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,249b18a6-0d90-4536-8d5d-5a962a21d17f,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,253caf79-d2ef-4a49-a85b-9a5a564deaf2,keep,true_small_lesion,unknown,,,
annotation,ANN_EIRLPRJ_01331,25fe45d4-6167-48ab-9fe3-bbca8eaf3750,keep,true_small_lesion,unknown,,,
annotation,ANN_EIRLPRJ_01331,26ad0f59-b962-4224-b30a-f63d5e9893af,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,27ebe59a-b7c9-442e-a3c1-6621803fcf15,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,282c37b0-a7c7-429f-a5a9-a8806590c82a,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,282c393b-8f71-4ab0-852d-e8f27ccb402d,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,285929b3-4d03-431b-8ca1-4a91f39e3d63,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,28a2527a-dbdc-499d-a620-128ec75af44e,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,28fe78ae-e430-4225-830c-eb8105d83b54,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,292103bb-2ed4-46c7-bdb9-5d445e1557a8,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2924d4e0-0799-449d-a8de-58209329c380,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2928ae84-951c-446c-bcf8-3d06d49f502d,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,294fad64-2c83-41b0-bc72-22dda85b1a6c,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,29821a0d-e855-4272-9972-4ac07da3f006,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2982bed8-da20-47c7-b2dd-d6170cf7655d,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2a907acd-784d-47cc-b824-8085714303e8,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2be414b1-623c-4ca2-acd1-3fb852d7c886,keep,true_small_lesion,unknown,,,
annotation,ANN_EIRLPRJ_01331,2c1a9d86-75bb-48f5-9bb0-85eba07c5af2,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2c2dbe1b-f2d6-4d19-b73b-79d0a150eef5,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2c492952-67fa-4419-a6ac-ac0f76836821,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2c518fa4-1974-4123-8487-4d546f64533b,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2c5dda1b-4a21-4cfb-beff-830f953b2f0a,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2c8b81f4-67ad-45f6-ad8c-c15433674123,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2cad06c4-de2b-4b86-8df5-4b4ca158c9ae,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2ce91374-08ad-4263-b4cd-6c80a8226591,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2dbc04f5-78b2-4a08-a61e-be3c0db27c23,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2e1c5600-ba55-46e0-a1f9-c7ed53d82cab,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2f5f9ce1-86d3-4e5f-84fc-a60c39962c55,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2f871f53-6880-46bd-ab7f-78cd9e9785f8,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2f92afaf-bcf0-4503-a958-58b8ce82bf1a,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,2fd062ef-c057-440d-bda0-61897e6a88c6,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,304cac6e-cf6f-4d62-b5e6-665e710c3f25,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,30a71cac-5b68-407f-a80b-8f909dd84650,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,32bbc77a-1936-4942-9b60-a803fa9383ad,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,32f24e74-cc92-4958-a2a8-98099fccc056,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,337f40d6-695e-41ad-ad98-6cbf3193790b,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,33ce3f39-6ba4-4d86-806f-2388dbc794fd,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,341bcb6d-6167-4bfe-a5b5-7f8c313b9e4e,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,34484b8f-1b48-433b-916e-ce131f741523,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,349a0849-df2a-41c0-a6d9-61ee0cef3984,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,357af9c0-f448-4bcd-a592-5e8010840700,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,36a946d1-3f2e-47de-b368-ccd8e21084a8,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,375513e9-47ff-44f0-b316-7ea91fda4545,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,387b82a9-53e3-4255-83cb-1238dae7209a,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,38fb0d96-37e9-4de6-b6e0-f15d311373c9,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,391433a1-247d-4c71-8690-e810b1fd57f8,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,391d2e11-93a2-48c8-9128-aef57e8eb4de,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,39278ad1-aa8b-4cfe-917d-9acba0a6e997,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,39a3f0dc-b66d-4691-958a-3715ada12568,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,39c0e303-2a22-43d6-bf24-1d42dd598cd3,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,39f33700-3cb0-4587-a198-81f4df0e54b1,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3a48059f-341f-4519-9ed8-abba6491c6ea,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3b3fdc3b-c225-4c6d-a936-bddba05e442e,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3b76d4af-091d-4dac-b4af-e7f2bb03b09b,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3c077b01-cf72-4f24-a76c-33c7b3fef27b,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3c98c752-5aeb-43fa-8ca8-87c8d62d73ec,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3cad7796-542c-4ba6-abfe-b53f0035639f,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3d460171-f042-4595-a0d9-df2d20044aa4,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3e67f6f6-4831-49ea-97f0-0c953a5b0632,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3eba172d-46c6-4e7e-ad9c-5c0871c0fbaf,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3fb3721c-213a-483e-aa1a-ec12aaac5151,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,3ff5de6c-dfc8-44c5-8f7c-9c9e6c4cfdd0,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,40e9b95e-81e8-45be-8478-26f5d9ec80aa,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,417af90d-5880-4599-b0c2-ec1495d71007,keep,,unknown,,,
annotation,ANN_EIRLPRJ_01331,4193dae8-24ed-4ed1-96b0-08ef7e0d6dda,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,41b3fb68-4f18-417f-8a5a-764901b5a105,keep,true_small_lesion,unknown,,,
annotation,ANN_EIRLPRJ_01331,41cc39f0-7203-48ae-a2f4-d0d720a9b59a,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,42020b9d-5afe-4e19-a27f-a62cd15f817e,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,423a467f-6103-4a9d-a87a-5064d90c090e,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4284a229-b715-42bf-bf2f-46a09f1f1baa,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,43333941-72ce-4ca9-98ce-6d6165633b98,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,43b68157-b5d4-431f-92c2-28dbc50a98b1,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,442371de-80ac-41bb-abbf-59a138d89cfe,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,453cea3c-c2fb-4ffa-baa6-f3a0def30a46,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,458cb4e0-baa2-4857-8646-24759f154538,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,45ddb3e4-d185-48df-9963-f62dac97964f,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,45e5ca7d-6ff2-488e-a36d-912b2f21cdb3,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,45edf154-5f7a-4641-be6e-81b8253804a2,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,462e53e3-76ef-4034-bc97-ade222fbda6d,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4706b48e-f3a9-433b-bf3b-6e6f279975bd,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,472237e8-dd79-4d2e-9532-f222bcdd8856,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4780bb42-7d1a-4b07-ae1e-e9f2ff853968,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,479c7e5f-43da-465e-b126-89f4c4ecdf9f,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,47db5b18-5f02-41f2-83fc-2eca915beecb,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4828be4f-6aa4-49b3-841e-213c49f162c3,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,49e58985-fd79-4489-979e-fc289a7c67b6,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4a1dbfa9-c9ef-44b4-9375-057b23e7bb12,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4a54f534-ec6e-4a68-a373-b5ec0cbbeac3,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4b42589f-e4a4-47c4-a825-dbe88685b62e,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4b4aec08-218a-465b-80cc-a516eae795c1,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4bd45b5c-4b9d-4d72-b741-6549eae37322,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4c2a9103-e643-4510-bf78-b0def13758ea,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4e15b208-4fc4-489c-aa46-5dd8835ac804,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4eb65a17-fdb9-4500-a7d0-ac2af88a45d3,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4ecac68a-d852-4a6d-b000-fb593131ca7c,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4ed34bf8-4c76-49d9-92d5-7ee648797dc9,keep,true_small_lesion,unknown,,,
annotation,ANN_EIRLPRJ_01331,4f1ffa4f-f013-40f2-ad58-99f2c2b0a2c2,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4f426eac-9079-4628-9825-6fa0e9d425bd,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4f493ea1-917c-4ebe-8c00-8e9697699ab9,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,4fc5d4ab-6bdc-4961-9c2b-0e0800fbb25c,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,502cb19e-4d5a-4630-9213-5710725e8e60,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,50614322-03a0-4049-94a2-0496ff644469,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,50c73a21-20b4-4726-972f-c05271f35e02,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,515eede8-7cc8-464c-983a-deb54bea5870,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,51656c98-3841-4236-b171-777eced2d22f,keep,visually_valid,unknown,,,
annotation,ANN_EIRLPRJ_01331,51faad8d-cef4-42ac-a504-6d395d5e1e9a,keep,visually_valid,unknown,,,
